case_id,family,claim,expected_authorized,v2_authorized,expected_deficits,v2_exact_deficits,priority_exact_deficits,asp_checked,asp_exact,raw_status_all_passed_ignoring_schema,equal_weight_75_percent_ignoring_schema,prediction_shortcut_ignoring_schema
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__unknown__multiscale_consistency__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__not_applicable__multiscale_consistency__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__not_applicable__multiscale_consistency__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__not_applicable__multiscale_consistency__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__not_applicable__multiscale_consistency__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__requires_review__multiscale_consistency__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__requires_review__multiscale_consistency__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__requires_review__multiscale_consistency__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__requires_review__multiscale_consistency__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__failed__data_quality__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__failed__data_quality__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__failed__data_quality__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__failed__data_quality__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__unknown__data_quality__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__unknown__data_quality__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__unknown__data_quality__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__unknown__data_quality__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__not_applicable__data_quality__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__not_applicable__data_quality__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__not_applicable__data_quality__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__not_applicable__data_quality__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__requires_review__data_quality__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__requires_review__data_quality__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__requires_review__data_quality__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__requires_review__data_quality__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__failed__entity_update__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__failed__entity_update__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__failed__entity_update__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__failed__entity_update__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__unknown__entity_update__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__unknown__entity_update__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__unknown__entity_update__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__unknown__entity_update__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__not_applicable__entity_update__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__not_applicable__entity_update__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__not_applicable__entity_update__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__not_applicable__entity_update__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__requires_review__entity_update__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__requires_review__entity_update__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__requires_review__entity_update__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__prediction__requires_review__entity_update__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,False
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__failed__external_replication__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__failed__external_replication__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__failed__external_replication__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__failed__external_replication__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__unknown__external_replication__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__unknown__external_replication__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__unknown__external_replication__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__unknown__external_replication__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__not_applicable__external_replication__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__not_applicable__external_replication__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__not_applicable__external_replication__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__not_applicable__external_replication__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__requires_review__external_replication__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__requires_review__external_replication__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__requires_review__external_replication__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__requires_review__external_replication__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__failed__topology_specificity__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__failed__topology_specificity__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__failed__topology_specificity__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__failed__topology_specificity__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__unknown__topology_specificity__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__unknown__topology_specificity__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__unknown__topology_specificity__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__unknown__topology_specificity__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__not_applicable__topology_specificity__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__not_applicable__topology_specificity__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__not_applicable__topology_specificity__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__not_applicable__topology_specificity__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__requires_review__topology_specificity__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__requires_review__topology_specificity__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__requires_review__topology_specificity__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__requires_review__topology_specificity__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__failed__directed_identifiability__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__failed__directed_identifiability__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__failed__directed_identifiability__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__failed__directed_identifiability__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__unknown__directed_identifiability__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__unknown__directed_identifiability__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__unknown__directed_identifiability__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__unknown__directed_identifiability__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__not_applicable__directed_identifiability__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__not_applicable__directed_identifiability__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__not_applicable__directed_identifiability__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__not_applicable__directed_identifiability__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__requires_review__directed_identifiability__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__requires_review__directed_identifiability__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__requires_review__directed_identifiability__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__requires_review__directed_identifiability__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__failed__causal_intervention__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__failed__causal_intervention__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__failed__causal_intervention__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__failed__causal_intervention__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__unknown__causal_intervention__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__unknown__causal_intervention__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__unknown__causal_intervention__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__unknown__causal_intervention__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__not_applicable__causal_intervention__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__not_applicable__causal_intervention__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__not_applicable__causal_intervention__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__not_applicable__causal_intervention__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__requires_review__causal_intervention__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__requires_review__causal_intervention__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__requires_review__causal_intervention__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__requires_review__causal_intervention__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__failed__whole_brain_coverage__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__failed__whole_brain_coverage__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__failed__whole_brain_coverage__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__failed__whole_brain_coverage__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__unknown__whole_brain_coverage__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__unknown__whole_brain_coverage__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__unknown__whole_brain_coverage__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__unknown__whole_brain_coverage__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__not_applicable__whole_brain_coverage__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__not_applicable__whole_brain_coverage__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__not_applicable__whole_brain_coverage__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__not_applicable__whole_brain_coverage__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__requires_review__whole_brain_coverage__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__requires_review__whole_brain_coverage__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__requires_review__whole_brain_coverage__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__requires_review__whole_brain_coverage__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__failed__independent_validation__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__failed__independent_validation__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__failed__independent_validation__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__failed__independent_validation__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__unknown__independent_validation__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__unknown__independent_validation__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__unknown__independent_validation__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__unknown__independent_validation__requires_review,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__not_applicable__independent_validation__failed,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__not_applicable__independent_validation__unknown,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,False,True,True,False,True,True
complete_entity_specific_mouse_brain_digital_twin__mixed__internal_reproduction__not_applicable__independent_validation__not_applicable,pairwise_mixed_status_defects,complete_entity_specific_mouse_brain_digital_twin,False,False,2,True,True,True,True,False,True,True
